t=   128s alt= 54172.5m v= 487.16 vUp= 487.16 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   129s alt= 54659.6m v= 487.12 vUp= 487.12 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   130s alt= 55146.7m v= 487.08 vUp= 487.08 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   131s alt= 55633.8m v= 487.04 vUp= 487.04 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   132s alt= 56120.8m v=    487 vUp=    487 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   133s alt= 56607.8m v= 486.96 vUp= 486.96 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   134s alt= 57094.7m v= 486.92 vUp= 486.92 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   135s alt= 57581.6m v= 486.88 vUp= 486.88 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   136s alt= 58068.5m v= 486.84 vUp= 486.84 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   137s alt= 58555.3m v= 486.81 vUp= 486.81 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   138s alt= 59042.1m v= 486.77 vUp= 486.77 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   139s alt= 59528.9m v= 486.73 vUp= 486.73 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   140s alt= 60015.6m v=  486.7 vUp=  486.7 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   141s alt= 60502.2m v= 486.66 vUp= 486.66 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   142s alt= 60988.9m v= 486.63 vUp= 486.63 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   143s alt= 61475.5m v=  486.6 vUp=  486.6 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   144s alt= 61962.1m v= 486.56 vUp= 486.56 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   145s alt= 62448.6m v= 486.53 vUp= 486.53 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   146s alt= 62935.1m v=  486.5 vUp=  486.5 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   147s alt= 63421.6m v= 486.46 vUp= 486.46 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   148s alt= 63908.1m v= 486.43 vUp= 486.43 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   149s alt= 64394.5m v=  486.4 vUp=  486.4 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   150s alt= 64880.9m v= 486.37 vUp= 486.37 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   151s alt= 65367.2m v= 486.34 vUp= 486.34 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   152s alt= 65853.6m v= 486.31 vUp= 486.31 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   153s alt= 66339.9m v= 486.28 vUp= 486.28 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   154s alt= 66826.1m v= 486.25 vUp= 486.25 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   155s alt= 67312.4m v= 486.23 vUp= 486.23 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   156s alt= 67798.6m v=  486.2 vUp=  486.2 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   157s alt= 68284.8m v= 486.17 vUp= 486.17 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   158s alt= 68770.9m v= 486.14 vUp= 486.14 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   159s alt=   69257m v= 486.11 vUp= 486.11 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   160s alt= 69743.1m v= 486.09 vUp= 486.09 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
